Date,Open,High,Low,Close,Volume,OpenInterest
2017-05-29,138.48,140.2,138,140.03,1555883,0.0
2017-05-30,140.2,141.08,139.52,140.64,1502071,0.0
2017-05-31,140.55,141.675,140.27,141.31,1255914,0.0
2017-06-01,141.22,142.89,141.125,142.81,1120571,0.0
2017-06-04,142.62,143.46,142.19,142.65,1081788,0.0
2017-06-05,142.18,142.94,141.6,141.65,1376123,0.0
2017-06-06,142.12,142.8099,141.43,141.97,1034248,0.0
2017-06-07,142.23,142.99,141.61,142.71,792119,0.0
2017-06-08,143,143.81,139.1,140.21,1310887,0.0
2017-06-11,138.96,140.14,138.01,139.75,1347908,0.0
2017-06-12,139.8,140.71,139.41,139.88,1139442,0.0
2017-06-13,140.5,141.03,138.86,140.2,616033,0.0
2017-06-14,138.96,140.48,138.13,140.01,1028846,0.0
2017-06-15,138.65,140.46,138.65,139.49,1220313,0.0
2017-06-18,140.46,141.28,139.75,140.75,1278857,0.0
2017-06-19,140.56,140.9,140.03,140.17,683051,0.0
2017-06-20,140.78,141.52,139.98,140.25,874007,0.0
2017-06-21,139.9,140.64,139.6,139.98,780577,0.0
2017-06-22,140.14,140.78,139.56,140.39,909261,0.0
2017-06-25,138.52,139.85,137.68,138.4,1054897,0.0
2017-06-26,137.78,138.41,135.26,135.3,1159109,0.0
2017-06-27,135.45,137.62,134.49,135.37,1187731,0.0
2017-06-28,134.98,135.13,132.35,133.05,1287316,0.0
2017-06-29,133.69,134.78,132.78,132.81,1181505,0.0
2017-07-02,133.82,133.83,131.64,131.68,485270,0.0
2017-07-04,131.91,132.89,131.26,132.01,897398,0.0
2017-07-05,130.89,131.81,130.26,131.11,940195,0.0
2017-07-06,132,133,131.71,131.9,806144,0.0
2017-07-09,131.54,132.43,131,131.89,655328,0.0
2017-07-10,132.18,132.98,131.69,132.36,616149,0.0
2017-07-11,133.49,133.79,133.03,133.47,818451,0.0
2017-07-12,133.45,134,131.79,132.4,1224737,0.0
2017-07-13,132.89,133.39,132.65,132.88,618069,0.0
2017-07-16,132.96,133.76,132.62,133.059,779776,0.0
2017-07-17,132.66,133.82,132.65,133.65,549813,0.0
2017-07-18,133.43,135.26,133.29,135.15,680921,0.0
2017-07-19,135.16,135.91,134.2,135.38,570597,0.0
2017-07-20,134.69,135.785,134.19,134.84,537715,0.0
2017-07-23,134.98,136.26,134.72,136.26,582192,0.0
2017-07-24,136.83,137.6613,135.94,136.84,642287,0.0
2017-07-25,137,137.4,136.37,137.14,493250,0.0
2017-07-26,136.9,137.71,135.14,136.86,799817,0.0
2017-07-27,136.48,137.01,135.4,135.6403,513309,0.0
2017-07-30,135.56,137.41,135.51,137.21,726204,0.0
2017-07-31,137.64,138.71,135.71,137.43,676545,0.0
2017-08-01,137.49,137.59,135.83,136.5,872868,0.0
2017-08-02,136.95,137.65,136.25,137.14,567273,0.0
2017-08-03,137.55,137.79,136.69,136.89,440423,0.0
2017-08-06,136.27,137.05,135.94,136.64,598134,0.0
2017-08-07,136.03,137.21,135.81,136.15,530350,0.0
2017-08-08,136,136.97,135.26,136.81,524938,0.0
2017-08-09,135.99,136.48,134.8,135.17,606705,0.0
2017-08-10,136.04,137.04,135.09,136.6,481390,0.0
2017-08-13,137.4,139.5825,137.4,138.88,547404,0.0
2017-08-14,138.4,139.09,135.81,137.48,1253275,0.0
2017-08-15,137.34,138.21,137.07,137.94,787177,0.0
2017-08-16,137.7,137.88,134.43,134.48,828387,0.0
2017-08-17,133.95,135.085,133.77,134.11,937704,0.0
2017-08-20,134.48,136.08,133.98,135.9,1192964,0.0
2017-08-21,136.14,138.35,135.58,138.15,1559918,0.0
2017-08-22,138.24,139.4,133.6,135.52,2028452,0.0
2017-08-23,135.27,135.8,133.71,135.31,1468595,0.0
2017-08-24,135.66,137.79,135.66,137.35,1153009,0.0
2017-08-27,137.37,138.18,136.48,137.89,915397,0.0
2017-08-28,136.76,138.6,136.75,138.02,687329,0.0
2017-08-29,137.79,140.14,137.76,139.92,798824,0.0
2017-08-30,140.07,141.69,139.76,141.45,1089411,0.0
2017-08-31,141.83,142.26,141.06,141.89,790613,0.0
2017-09-04,141.07,142.45,140.8502,141.56,953991,0.0
2017-09-05,142.15,142.49,140.74,141.15,896024,0.0
2017-09-06,140.99,141.76,140.07,141.03,1133056,0.0
2017-09-07,141.17,141.7,140.94,141.57,684257,0.0
2017-09-10,142.43,143.08,141.87,142.63,713989,0.0
2017-09-11,142.93,143,140.53,142.38,1342202,0.0
2017-09-12,141.7,142.26,140.75,142.06,867093,0.0
2017-09-13,141.34,142.09,140.58,142.08,790635,0.0
2017-09-14,141.85,142.35,141.11,142.08,894087,0.0
2017-09-17,142.07,144.06,141.61,143.83,1039778,0.0
2017-09-18,144.3,146.04,143.59,145.36,1262661,0.0
2017-09-19,145.33,145.91,143.995,145.02,842532,0.0
2017-09-20,145.82,145.9,144.06,144.5,784145,0.0
2017-09-21,144.07,146.72,144.07,146.35,984573,0.0
2017-09-24,145.53,145.99,143.76,144.78,913526,0.0
2017-09-25,145.23,145.61,144.1,144.78,829762,0.0
2017-09-26,144.2,145.68,143.68,144.36,1198575,0.0
2017-09-27,143.46,144.02,141.6,142.31,1398639,0.0
2017-09-28,142.18,142.92,140.37,142.12,1742410,0.0
2017-10-01,142.26,143.29,141.18,141.73,1240051,0.0
2017-10-02,141.77,142.3,141.31,141.84,982903,0.0
2017-10-03,141.75,142.89,140.21,142.66,1275772,0.0
2017-10-04,142.99,143.13,142.02,142.87,760366,0.0
2017-10-05,142.35,144.24,142.04,144.18,628949,0.0
2017-10-08,144.34,144.34,143.41,143.96,460552,0.0
2017-10-09,143.95,144.72,143.46,144.19,594011,0.0
2017-10-10,144.17,144.68,143.18,143.64,649782,0.0
2017-10-11,143.65,145.93,143.46,145.85,822808,0.0
2017-10-12,146.81,146.99,145.25,145.65,636249,0.0
2017-10-15,146,146,144.64,144.74,489109,0.0
2017-10-16,144.78,145.64,144.525,145.44,877801,0.0
2017-10-17,145.61,146.46,145.1415,145.81,617194,0.0
2017-10-18,145.4,146.65,145.3775,146.65,592602,0.0
2017-10-19,147.06,148.42,146.46,147.93,709579,0.0
2017-10-22,148.53,148.89,146.96,147.38,497444,0.0
2017-10-23,147.09,148.62,145.83,148.61,862326,0.0
2017-10-24,148.35,149.74,147.97,149.52,742495,0.0
2017-10-25,150.05,151.95,149.43,151.33,834809,0.0
2017-10-26,151.4,153.86,150.82,153.48,823243,0.0
2017-10-29,153.17,153.26,150.385,151.46,648277,0.0
2017-10-30,151.78,151.99,150.51,151.05,519158,0.0
2017-10-31,151.85,152.215,150.55,151.35,612026,0.0
2017-11-01,151.34,152.32,150.6,152.17,652243,0.0
2017-11-02,151.89,154.04,151.04,153.64,685196,0.0
2017-11-05,153.86,154.19,152.04,152.67,425749,0.0
2017-11-06,153.25,153.33,151.58,152.52,379266,0.0
2017-11-07,152.61,153.19,151.67,152.98,389613,0.0
2017-11-08,152.01,152.59,150.58,152.42,723241,0.0
2017-11-09,151.58,153.45,151.56,153.27,407061,0.0
2017-11-12,153.01,155.37,153.01,154.89,703857,0.0
2017-11-13,154.05,155.775,153.52,155.21,599699,0.0
2017-11-14,155.22,156.46,153.36,153.86,1248317,0.0
2017-11-15,154.09,156.04,153.59,155.68,787664,0.0
2017-11-16,155.99,156.709,155.2701,156.56,929067,0.0
2017-11-19,157.22,158.9,156.53,157.83,1324418,0.0
2017-11-20,152.99,156.39,151.18,151.8,1975513,0.0
2017-11-21,151.94,152.375,150.72,151.625,1430686,0.0
2017-11-23,151.1,153.98,151.02,153.93,785436,0.0
2017-11-26,153.74,155.12,153.35,154.76,1092719,0.0
2017-11-27,154.92,155.89,154.2533,155.8,858977,0.0
2017-11-28,155.65,155.96,153.1781,154.22,1358069,0.0
2017-11-29,154.76,157.8,153.91,157.11,1635861,0.0
2017-11-30,156.14,158,152.5801,156.43,1133475,0.0
2017-12-03,156.7,156.88,154.21,154.54,1291631,0.0
2017-12-04,154.7,156.32,154.19,154.47,679417,0.0
2017-12-05,154.46,156.25,153.5642,156.19,656220,0.0
2017-12-06,155.71,155.99,154.29,155.55,880160,0.0
2017-12-07,156.05,156.39,154.15,155.21,970383,0.0
2017-12-10,155.09,155.83,153.94,155.7,826199,0.0
2017-12-11,155.33,156.41,154.53,155.86,729855,0.0
2017-12-12,156.35,157.76,156.01,156.48,969795,0.0
2017-12-13,156.83,157.48,155.61,156.21,770092,0.0
2017-12-14,156.99,159.77,156.04,159.63,1306446,0.0
2017-12-17,160,161.44,159.8,161.13,949014,0.0
2017-12-18,160.86,161.3,158.7,159.88,1255846,0.0
2017-12-19,160.3,160.46,158.11,159.3,902387,0.0
2017-12-20,159.39,159.85,158.02,158.62,777278,0.0
2017-12-21,158.24,158.68,157.67,158.5,480479,0.0
2017-12-25,157.41,159.22,157.41,158.94,473436,0.0
2017-12-26,158.97,159.43,158.45,158.72,356427,0.0
2017-12-27,159.49,159.49,158.05,158.55,436324,0.0
2017-12-28,158.43,159.42,157.74,157.85,375024,0.0
2018-01-01,158.22,158.85,157.01,158.69,1048452,0.0
2018-01-02,158.23,159.33,157.74,159.14,992138,0.0
2018-01-03,159.46,163.82,159.46,161.99,1280778,0.0
2018-01-04,162.8,164.55,162.5,164.03,728943,0.0
2018-01-07,164.03,164.53,163.34,164.21,492316,0.0
2018-01-08,164.14,165.13,162.77,164.84,612208,0.0
2018-01-09,164.38,164.58,162.55,163.49,748160,0.0
2018-01-10,163.52,164.28,162.25,162.99,430872,0.0
2018-01-11,163.08,164.94,162.93,164.48,375025,0.0
2018-01-15,165,166.49,161.83,162.25,943366,0.0
2018-01-16,163.88,164.68,162.93,164.29,498056,0.0
2018-01-17,163.89,164.96,163.61,164.37,559986,0.0
2018-01-18,164.94,167.82,164.62,167.72,866101,0.0
2018-01-21,167.75,168.8,167.011,168.67,377109,0.0
2018-01-22,169,169.79,167.73,168.41,708495,0.0
2018-01-23,168.64,169.58,166.89,167.54,501813,0.0
2018-01-24,168.03,168.78,166.29,167.82,469172,0.0
2018-01-25,168.54,170.59,168.19,170.39,411091,0.0
2018-01-28,169.96,170.43,168.265,169.22,580241,0.0
2018-01-29,169.71,170,167.33,168.5,747389,0.0
2018-01-30,168.6,168.975,166.971,167.9,709248,0.0
2018-01-31,167.56,168.45,164.92,165.61,911945,0.0
2018-02-01,164.49,166.405,163.41,163.43,801786,0.0
2018-02-04,162.66,163.99,157.64,157.65,996406,0.0
2018-02-05,155.21,160.91,152.6453,160.86,1311809,0.0
2018-02-06,159.75,165.305,159.14,161.3,997508,0.0
2018-02-07,161.28,161.28,152.66,152.77,1061880,0.0
2018-02-08,152.72,158.38,150.43,157.06,1584669,0.0
2018-02-11,159.29,160.78,157.5,159.44,805721,0.0
2018-02-12,156.93,160.2,156.78,159.38,725808,0.0
