Date,Open,High,Low,Close,Volume,OpenInterest
2018-09-19,147.6,149.09,147.37,148.91,860512,0.0
2018-09-20,149.68,151.01,148.79,150.68,3066692,0.0
2018-09-23,149.59,150.11,148.71,149.08,791629,0.0
2018-09-24,149.66,150.59,146.5,148.91,2156582,0.0
2018-09-25,149.05,150.982,148.88,149.63,1341565,0.0
2018-09-26,149.78,150.26,149.37,149.91,642239,0.0
2018-09-27,149.82,151.32,149.71,150.66,707207,0.0
2018-09-30,151.38,152.47,150.31,150.74,993216,0.0
2018-10-01,151.11,152.28,150.12,151.76,883400,0.0
2018-10-02,151.9,153.51,151.34,151.59,1121273,0.0
2018-10-03,151.36,151.59,148.93,150.22,1239951,0.0
2018-10-04,149.99,151.55,149.84,150.99,1294023,0.0
2018-10-07,150.17,151.31,148.05,149.3,1588235,0.0
2018-10-08,149.72,152.36,149.22,150.14,1363825,0.0
2018-10-09,149.76,150.12,141.57,141.79,1702539,0.0
2018-10-10,141.81,143.02,137.05,138.18,2252955,0.0
2018-10-11,140.32,141.3,138.55,140.73,1465258,0.0
2018-10-14,139.87,141.54,139.04,140.25,926123,0.0
2018-10-15,140.69,143.93,140.28,143.28,1812012,0.0
2018-10-16,143.43,144.13,142.04,143.67,685324,0.0
2018-10-17,143.76,144.6,141.06,142.92,1164525,0.0
2018-10-18,143.77,145.145,133.45,143.41,1388969,0.0
2018-10-21,143.85,144.91,142.998,143.98,942508,0.0
2018-10-22,141.64,143.44,140.3,142.45,1174282,0.0
2018-10-23,142.01,143.02,137.27,137.65,1760685,0.0
2018-10-24,139.65,141.4,137.445,140.47,1860297,0.0
2018-10-25,137.24,138.66,135.5164,136.34,2205099,0.0
2018-10-28,138.8,139.76,133.13,135.39,2299978,0.0
2018-10-29,135.87,137.13,134.47,136.86,2545085,0.0
2018-10-30,141.37,145.62,139.98,144.06,2898641,0.0
2018-10-31,143.34,144,139.96,140.88,1863030,0.0
2018-11-01,141.12,142.55,139.02,140.72,1289266,0.0
2018-11-04,141.32,141.8,139.72,141.41,1212951,0.0
2018-11-05,141.52,144.03,141.51,143.91,1527295,0.0
2018-11-06,145.56,148.45,144.97,148.29,2114868,0.0
2018-11-07,147.63,148.67,147.17,147.9,1365193,0.0
2018-11-08,147.08,147.66,146,147.2,1643826,0.0
2018-11-11,146.68,147.095,143.95,144.17,1144472,0.0
2018-11-12,144.96,145.86,143.04,144.74,1411517,0.0
2018-11-13,145.83,146.41,142.5,142.76,1929669,0.0
2018-11-14,141.36,147.29,140.8,147.27,2242590,0.0
2018-11-15,147.22,147.82,145.425,146.54,3040435,0.0
2018-11-18,146.41,147.01,141.22,143.43,1992520,0.0
2018-11-19,142.83,147.38,140.13,140.52,2683181,0.0
2018-11-20,141.48,142.63,139.45,141.09,1213583,0.0
2018-11-22,139.54,141.91,139.54,140.92,515099,0.0
2018-11-25,142.83,144.74,142.02,144.65,1385235,0.0
2018-11-26,143.93,145.33,142.8425,145.3,1245902,0.0
2018-11-27,145.89,148.66,145.49,148.6,2654626,0.0
2018-11-28,147.7,148.135,145.71,145.85,1540043,0.0
2018-11-29,146.21,147.56,145.8,147.37,2106018,0.0
2018-12-02,149.19,149.67,145.38,147.45,2125980,0.0
2018-12-03,147.04,147.7,143.18,143.58,2931676,0.0
2018-12-05,141.89,143.23,138.293,143.17,2149793,0.0
2018-12-06,142.2,143.51,138.7,139.29,1446354,0.0
2018-12-09,139.63,140.291,136.685,139.74,1363779,0.0
2018-12-10,141.71,142.35,138.71,139.98,1988623,0.0
2018-12-11,142.49,142.63,139.45,139.64,1964540,0.0
2018-12-12,139.57,139.57,136.75,138.27,1383269,0.0
2018-12-13,136.71,137.4,134.595,134.83,1610417,0.0
2018-12-16,134.67,135.92,131.63,132.47,2263670,0.0
2018-12-17,133.76,134.49,129.4,130.01,5768013,0.0
2018-12-18,129.92,134.14,128.85,130.32,2329987,0.0
2018-12-19,129.73,131.13,128.2579,130.31,2904708,0.0
2018-12-20,129.75,131.96,125.21,125.25,3458849,0.0
2018-12-23,125.02,126.25,121.83,121.92,1126437,0.0
2018-12-25,123.28,127.75,121.4,127.71,1808466,0.0
2018-12-26,125.57,129.76,124.4706,129.73,1695731,0.0
2018-12-27,130.09,131.26,127.76,129.16,1363186,0.0
2018-12-30,130.08,130.99,129.35,130.54,1342114,0.0
2019-01-01,129.16,130.78,128.61,129.94,1434225,0.0
2019-01-02,128.51,129.3,126.25,126.47,1593946,0.0
2019-01-03,128.39,131.375,127.5368,131.33,1251588,0.0
2019-01-06,130.99,132.1539,129.5,130.43,1574146,0.0
2019-01-07,131.48,132.4275,129.06,131.22,1680174,0.0
2019-01-08,131.86,131.86,129.47,131.31,1478679,0.0
2019-01-09,130.52,132.52,130.3,132.44,781816,0.0
2019-01-10,131.8,132.12,130.67,131.59,952270,0.0
2019-01-13,130.16,131.65,130,131,1271386,0.0
2019-01-14,130.95,133.22,130.95,132.18,2471781,0.0
2019-01-15,132.66,133.55,131.84,132.66,1671843,0.0
2019-01-16,132.13,133.75,132.0495,132.81,1546528,0.0
2019-01-17,134.25,135.38,133.04,135.05,1914510,0.0
2019-01-21,133.99,134.52,132.04,132.77,1820533,0.0
2019-01-22,133.62,134.6299,132.65,134.3,1476075,0.0
2019-01-23,134.66,135.715,133.87,134.82,1297503,0.0
2019-01-24,136.02,136.74,135.26,136.28,1156766,0.0
2019-01-27,134.96,135.73,134.29,135.465,1478829,0.0
2019-01-28,135.37,135.88,133.76,134.06,1426981,0.0
2019-01-29,137,140.79,135.01,139.47,3296041,0.0
2019-01-30,138.83,141.15,138.125,139.87,3744397,0.0
2019-01-31,139.71,141.58,139.71,141.49,2375155,0.0
2019-02-03,141.73,143.69,141.39,143.56,2393566,0.0
2019-02-04,145.02,145.49,144.12,145.195,2251912,0.0
2019-02-05,145,146.09,144.6,145.48,1514370,0.0
2019-02-06,144.02,145.89,143.93,145.52,2121859,0.0
2019-02-07,144.32,146.53,144.04,146.52,1321481,0.0
2019-02-10,147.19,147.74,146.79,147.4,1474753,0.0
2019-02-11,148.71,149.9268,148.27,149.48,1806802,0.0
